"PersonId","Internal_network_size","Collaboration_hours","weekend_collaboration_hours","After_hours_call_hours","performance"
"SYNTH_RF_0181",23,7.49,0.15,0.16,1
"SYNTH_RF_0181",27,14,0.66,0.08,1
"SYNTH_RF_0181",36,14.57,0.15,1.14,1
"SYNTH_RF_0181",38,12.05,1.12,0.23,1
"SYNTH_RF_0182",50,10.95,0.29,0.08,4
"SYNTH_RF_0182",27,13.9,1.13,0.01,4
"SYNTH_RF_0182",38,14.61,0.06,0.79,4
"SYNTH_RF_0182",31,11.39,1.25,0.26,4
"SYNTH_RF_0182",35,18.26,0.86,0.14,4
"SYNTH_RF_0182",33,15.51,0.13,0.56,4
"SYNTH_RF_0182",33,10.59,0.16,0.02,4
"SYNTH_RF_0182",33,15.24,0.76,0.4,4
"SYNTH_RF_0183",39,9.55,0.15,0.65,1
"SYNTH_RF_0183",33,14.24,0.04,0.01,1
"SYNTH_RF_0183",27,9.9,0.56,0.31,1
"SYNTH_RF_0183",28,16.22,0.02,0,1
"SYNTH_RF_0183",25,10.57,0.14,0.22,1
"SYNTH_RF_0183",25,15.03,0.38,0.4,1
"SYNTH_RF_0183",39,9.84,1.24,0.25,1
"SYNTH_RF_0183",38,4.4,0.25,0.31,1
"SYNTH_RF_0184",32,7.1,2.25,0,2
"SYNTH_RF_0184",40,7.84,1.29,0.02,2
"SYNTH_RF_0184",28,18.2,0.14,0.03,2
"SYNTH_RF_0184",35,11.12,0.42,0.6,2
"SYNTH_RF_0184",28,11.06,0.34,0.45,2
"SYNTH_RF_0184",35,5.98,0.26,0.36,2
"SYNTH_RF_0184",37,7.06,0.05,0.24,2
"SYNTH_RF_0184",36,12.71,1.34,0.4,2
"SYNTH_RF_0185",31,8.58,0.14,0.17,5
"SYNTH_RF_0185",40,17.42,0.57,0.71,5
"SYNTH_RF_0185",33,15.06,0.3,0.32,5
"SYNTH_RF_0185",25,23.44,0.33,0.06,5
"SYNTH_RF_0185",45,13.91,1.29,0.07,5
"SYNTH_RF_0185",40,14.06,0.08,0.14,5
"SYNTH_RF_0185",36,14.64,0.38,0.18,5
"SYNTH_RF_0185",46,15.64,0.52,0.22,5
"SYNTH_RF_0186",28,16.73,1.13,0.4,2
"SYNTH_RF_0186",25,5.49,0.76,0.15,2
"SYNTH_RF_0186",27,10.03,0.02,0.16,2
"SYNTH_RF_0186",35,9.02,2.36,0.65,2
"SYNTH_RF_0186",34,8.69,0.06,0.01,2
"SYNTH_RF_0186",28,10.65,1.26,0.12,2
"SYNTH_RF_0186",40,6.8,0.52,0.93,2
"SYNTH_RF_0186",40,6.76,0.44,0.21,2
"SYNTH_RF_0187",29,14.63,0.39,0.35,5
"SYNTH_RF_0187",32,12.37,0.18,0.15,5
"SYNTH_RF_0187",37,10.28,0.19,0.02,5
"SYNTH_RF_0187",44,13.49,0.56,0.02,5
"SYNTH_RF_0187",23,12.05,0.41,0.11,5
"SYNTH_RF_0187",40,11.43,0.04,0.26,5
"SYNTH_RF_0187",30,10.97,0.15,0.55,5
"SYNTH_RF_0187",34,17.92,0.19,0.93,5
"SYNTH_RF_0188",28,12.17,0.7,0.66,3
"SYNTH_RF_0188",43,5.58,1.65,0.27,3
"SYNTH_RF_0188",39,11.91,0.56,0.4,3
"SYNTH_RF_0188",40,12.45,0.36,0.06,3
"SYNTH_RF_0188",34,14.15,0.35,0.64,3
"SYNTH_RF_0188",43,15.47,0.19,0.7,3
"SYNTH_RF_0188",40,14.35,0.12,0.06,3
"SYNTH_RF_0188",34,13.24,1.62,0.28,3
"SYNTH_RF_0189",46,13.34,0.57,0.4,4
"SYNTH_RF_0189",34,11.08,0.59,0.2,4
"SYNTH_RF_0189",45,9.93,0.11,0.32,4
"SYNTH_RF_0189",38,13.69,0.21,0.36,4
"SYNTH_RF_0189",40,7.66,0.36,0.31,4
"SYNTH_RF_0189",26,8.65,0.51,1.07,4
"SYNTH_RF_0189",44,11.3,0.13,0.83,4
"SYNTH_RF_0189",38,7.43,0.1,0.34,4
"SYNTH_RF_0190",40,14.57,0.56,0.13,5
"SYNTH_RF_0190",34,10.51,0.04,0.09,5
"SYNTH_RF_0190",34,15.34,0.64,0.12,5
"SYNTH_RF_0190",49,20.49,0.36,0.04,5
"SYNTH_RF_0190",45,7.67,0.08,0.14,5
"SYNTH_RF_0190",35,7.32,0.31,0.3,5
"SYNTH_RF_0190",61,14.25,0.48,0.57,5
"SYNTH_RF_0190",33,12.72,0.78,0.23,5
"SYNTH_RF_0191",36,12.89,0.53,0.13,1
"SYNTH_RF_0191",16,12.15,1.46,0.01,1
"SYNTH_RF_0191",24,7.83,0.7,1.45,1
"SYNTH_RF_0191",38,8.19,0.05,0.09,1
"SYNTH_RF_0191",28,14.3,0.16,0.15,1
"SYNTH_RF_0191",23,7.46,0.75,0.28,1
"SYNTH_RF_0191",23,9.45,0.08,0.51,1
"SYNTH_RF_0191",21,11.55,0.89,0.33,1
"SYNTH_RF_0192",35,16.16,0.07,0.43,5
"SYNTH_RF_0192",36,9.89,1.37,0.36,5
"SYNTH_RF_0192",41,14.42,0.48,0.17,5
"SYNTH_RF_0192",29,13.24,0.78,0.51,5
"SYNTH_RF_0192",38,10.32,0.84,0.38,5
"SYNTH_RF_0192",43,15.64,0.59,0.27,5
"SYNTH_RF_0192",42,15.98,0.43,0.23,5
"SYNTH_RF_0192",29,9.41,0.43,0.11,5
"SYNTH_RF_0193",34,12.23,0.86,0.03,4
"SYNTH_RF_0193",38,18.93,0,0.79,4
"SYNTH_RF_0193",30,6.9,0.04,0.16,4
"SYNTH_RF_0193",43,16.11,0.36,0.65,4
"SYNTH_RF_0193",39,15.56,1.23,0.07,4
"SYNTH_RF_0193",35,9.05,0.13,1.59,4
"SYNTH_RF_0193",33,14.53,0.63,0.94,4
"SYNTH_RF_0193",34,8.48,0.68,0.44,4
"SYNTH_RF_0194",45,10.01,1.8,0.16,4
"SYNTH_RF_0194",44,12,1.08,0.42,4
"SYNTH_RF_0194",52,13,0.74,0,4
"SYNTH_RF_0194",35,8.18,0.47,0.04,4
"SYNTH_RF_0194",47,15.78,0.09,0.51,4
"SYNTH_RF_0194",38,16.98,0.29,0.04,4
"SYNTH_RF_0194",41,11.76,0.62,0.07,4
"SYNTH_RF_0194",35,12.35,0.16,0.45,4
"SYNTH_RF_0195",34,16.91,0.26,0.03,3
"SYNTH_RF_0195",39,6.42,0.42,0.1,3
"SYNTH_RF_0195",36,11.33,0.24,0.01,3
"SYNTH_RF_0195",32,9.71,0.07,0.04,3
"SYNTH_RF_0195",40,12.15,0.16,0.41,3
"SYNTH_RF_0195",38,11.23,0.05,1.85,3
"SYNTH_RF_0195",43,15.33,0.26,0.04,3
"SYNTH_RF_0195",39,15.3,0.37,0.17,3
"SYNTH_RF_0196",41,8.06,0.48,0.19,2
"SYNTH_RF_0196",26,14.72,0.13,0.03,2
"SYNTH_RF_0196",27,9.85,0.56,1.92,2
"SYNTH_RF_0196",29,10.69,0.04,0.01,2
"SYNTH_RF_0196",27,8.84,0.35,0.92,2
"SYNTH_RF_0196",36,15.88,0.24,0.19,2
"SYNTH_RF_0196",21,13.05,0.34,0.48,2
"SYNTH_RF_0196",34,11.32,0.22,0.81,2
"SYNTH_RF_0197",26,14.39,0.74,0.08,1
"SYNTH_RF_0197",19,8.2,0.07,0.31,1
"SYNTH_RF_0197",19,9.58,0.23,0.22,1
"SYNTH_RF_0197",22,10.88,0.06,0.26,1
"SYNTH_RF_0197",26,10.15,0.38,0.15,1
"SYNTH_RF_0197",35,7.05,0.29,2.02,1
"SYNTH_RF_0197",24,12.26,0.3,0.01,1
"SYNTH_RF_0197",23,7.32,0.04,0.06,1
"SYNTH_RF_0198",43,7.08,0.28,0.53,5
"SYNTH_RF_0198",37,17.39,0.23,0.28,5
"SYNTH_RF_0198",40,20.92,0.26,0.1,5
"SYNTH_RF_0198",46,14.95,0.12,0.71,5
"SYNTH_RF_0198",31,16.47,0.1,0.36,5
"SYNTH_RF_0198",40,10.2,0.29,0.15,5
"SYNTH_RF_0198",42,16.91,0.58,0.18,5
"SYNTH_RF_0198",43,13.64,0.22,0.17,5
"SYNTH_RF_0199",30,13.17,0.26,0.1,1
"SYNTH_RF_0199",27,12.02,0.25,0.01,1
"SYNTH_RF_0199",27,9.76,0.52,0.47,1
"SYNTH_RF_0199",33,15.91,0.4,0.18,1
"SYNTH_RF_0199",25,11.22,0.06,0.55,1
"SYNTH_RF_0199",19,9.47,0.1,0.12,1
"SYNTH_RF_0199",18,10.18,0.23,0.95,1
"SYNTH_RF_0199",19,11.47,0.06,0.37,1
"SYNTH_RF_0200",38,10.61,1.16,0.41,2
"SYNTH_RF_0200",38,17.69,0.88,0.47,2
"SYNTH_RF_0200",49,8.81,0.27,0.66,2
"SYNTH_RF_0200",43,11.71,0.02,0.39,2
"SYNTH_RF_0200",42,15.25,1.04,0.42,2
"SYNTH_RF_0200",40,9.97,0.42,0.14,2
"SYNTH_RF_0200",38,12.25,0.83,0.31,2
"SYNTH_RF_0200",51,10.82,0.56,0.18,2
