"PersonId","TaskType","credits","PeriodStart","PeriodEnd"
"PID0898","Email workflow",62.9,"2026-01-04","2026-07-04"
"PID0898","Communication workflow",24.2,"2026-01-04","2026-07-04"
"PID0898","Document and comment",24.3,"2026-01-04","2026-07-04"
"PID0898","Analysis and research",17.4,"2026-01-04","2026-07-04"
"PID0898","General assistance",23.6,"2026-01-04","2026-07-04"
"PID0898","Specialised workflow",44.6,"2026-01-04","2026-07-04"
"PID0899","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0899","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0899","Email workflow",0,"2026-01-04","2026-07-04"
"PID0899","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0899","Document and comment",0,"2026-01-04","2026-07-04"
"PID0899","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0899","General assistance",0,"2026-01-04","2026-07-04"
"PID0899","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0900","Write or debug code",18.9,"2026-01-04","2026-07-04"
"PID0900","Meeting workflow",26.9,"2026-01-04","2026-07-04"
"PID0900","Email workflow",44.2,"2026-01-04","2026-07-04"
"PID0900","Communication workflow",35.1,"2026-01-04","2026-07-04"
"PID0900","Document and comment",19.9,"2026-01-04","2026-07-04"
"PID0900","Analysis and research",2.4,"2026-01-04","2026-07-04"
"PID0900","General assistance",7.7,"2026-01-04","2026-07-04"
"PID0900","Specialised workflow",16.8,"2026-01-04","2026-07-04"
"PID0901","Write or debug code",4.5,"2026-01-04","2026-07-04"
"PID0901","Meeting workflow",8.9,"2026-01-04","2026-07-04"
"PID0901","Email workflow",5.6,"2026-01-04","2026-07-04"
"PID0901","Communication workflow",12.1,"2026-01-04","2026-07-04"
"PID0901","Document and comment",4.7,"2026-01-04","2026-07-04"
"PID0901","Analysis and research",18,"2026-01-04","2026-07-04"
"PID0901","General assistance",4,"2026-01-04","2026-07-04"
"PID0901","Specialised workflow",9.9,"2026-01-04","2026-07-04"
"PID0902","Write or debug code",34.1,"2026-01-04","2026-07-04"
"PID0902","Meeting workflow",288.1,"2026-01-04","2026-07-04"
"PID0902","Email workflow",59.9,"2026-01-04","2026-07-04"
"PID0902","Communication workflow",61.9,"2026-01-04","2026-07-04"
"PID0902","Document and comment",59.8,"2026-01-04","2026-07-04"
"PID0902","Analysis and research",24.1,"2026-01-04","2026-07-04"
"PID0902","General assistance",99.2,"2026-01-04","2026-07-04"
"PID0902","Specialised workflow",182.1,"2026-01-04","2026-07-04"
"PID0903","Write or debug code",49.1,"2026-01-04","2026-07-04"
"PID0903","Meeting workflow",68.7,"2026-01-04","2026-07-04"
"PID0903","Email workflow",82.9,"2026-01-04","2026-07-04"
"PID0903","Communication workflow",94.9,"2026-01-04","2026-07-04"
"PID0903","Document and comment",17.8,"2026-01-04","2026-07-04"
"PID0903","Analysis and research",61.1,"2026-01-04","2026-07-04"
"PID0903","General assistance",11.5,"2026-01-04","2026-07-04"
"PID0903","Specialised workflow",47.8,"2026-01-04","2026-07-04"
"PID0904","Write or debug code",2.4,"2026-01-04","2026-07-04"
"PID0904","Meeting workflow",19.5,"2026-01-04","2026-07-04"
"PID0904","Email workflow",15.4,"2026-01-04","2026-07-04"
"PID0904","Communication workflow",2.8,"2026-01-04","2026-07-04"
"PID0904","Document and comment",1.7,"2026-01-04","2026-07-04"
"PID0904","Analysis and research",3.4,"2026-01-04","2026-07-04"
"PID0904","General assistance",1.1,"2026-01-04","2026-07-04"
"PID0904","Specialised workflow",10.4,"2026-01-04","2026-07-04"
"PID0905","Write or debug code",100.2,"2026-01-04","2026-07-04"
"PID0905","Meeting workflow",140.8,"2026-01-04","2026-07-04"
"PID0905","Email workflow",86.7,"2026-01-04","2026-07-04"
"PID0905","Communication workflow",411.5,"2026-01-04","2026-07-04"
"PID0905","Document and comment",25.7,"2026-01-04","2026-07-04"
"PID0905","Analysis and research",41.7,"2026-01-04","2026-07-04"
"PID0905","General assistance",18.8,"2026-01-04","2026-07-04"
"PID0905","Specialised workflow",32.8,"2026-01-04","2026-07-04"
"PID0906","Write or debug code",57.9,"2026-01-04","2026-07-04"
"PID0906","Meeting workflow",78.7,"2026-01-04","2026-07-04"
"PID0906","Email workflow",90.1,"2026-01-04","2026-07-04"
"PID0906","Communication workflow",137.5,"2026-01-04","2026-07-04"
"PID0906","Document and comment",183,"2026-01-04","2026-07-04"
"PID0906","Analysis and research",38.3,"2026-01-04","2026-07-04"
"PID0906","General assistance",93.5,"2026-01-04","2026-07-04"
"PID0906","Specialised workflow",109.7,"2026-01-04","2026-07-04"
"PID0907","Write or debug code",222.9,"2026-01-04","2026-07-04"
"PID0907","Meeting workflow",62.9,"2026-01-04","2026-07-04"
"PID0907","Email workflow",251.3,"2026-01-04","2026-07-04"
"PID0907","Communication workflow",53.8,"2026-01-04","2026-07-04"
"PID0907","Document and comment",769.7,"2026-01-04","2026-07-04"
"PID0907","Analysis and research",130.3,"2026-01-04","2026-07-04"
"PID0907","General assistance",75.1,"2026-01-04","2026-07-04"
"PID0907","Specialised workflow",216.4,"2026-01-04","2026-07-04"
"PID0908","Write or debug code",22.2,"2026-01-04","2026-07-04"
"PID0908","Meeting workflow",27.3,"2026-01-04","2026-07-04"
"PID0908","Email workflow",6,"2026-01-04","2026-07-04"
"PID0908","Communication workflow",4.6,"2026-01-04","2026-07-04"
"PID0908","Document and comment",7.4,"2026-01-04","2026-07-04"
"PID0908","Analysis and research",5.8,"2026-01-04","2026-07-04"
"PID0908","General assistance",9.6,"2026-01-04","2026-07-04"
"PID0908","Specialised workflow",27,"2026-01-04","2026-07-04"
"PID0909","Write or debug code",42.6,"2026-01-04","2026-07-04"
"PID0909","Meeting workflow",42.8,"2026-01-04","2026-07-04"
"PID0909","Email workflow",32.4,"2026-01-04","2026-07-04"
"PID0909","Communication workflow",49.3,"2026-01-04","2026-07-04"
"PID0909","Document and comment",60.3,"2026-01-04","2026-07-04"
"PID0909","Analysis and research",58.2,"2026-01-04","2026-07-04"
"PID0909","General assistance",15.8,"2026-01-04","2026-07-04"
"PID0909","Specialised workflow",31.5,"2026-01-04","2026-07-04"
"PID0910","Write or debug code",14.1,"2026-01-04","2026-07-04"
"PID0910","Meeting workflow",12.4,"2026-01-04","2026-07-04"
"PID0910","Email workflow",3.8,"2026-01-04","2026-07-04"
"PID0910","Communication workflow",7.9,"2026-01-04","2026-07-04"
"PID0910","Document and comment",15.1,"2026-01-04","2026-07-04"
"PID0910","Analysis and research",5.5,"2026-01-04","2026-07-04"
"PID0910","General assistance",12.5,"2026-01-04","2026-07-04"
"PID0910","Specialised workflow",3.4,"2026-01-04","2026-07-04"
"PID0911","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0911","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0911","Email workflow",0,"2026-01-04","2026-07-04"
"PID0911","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0911","Document and comment",0,"2026-01-04","2026-07-04"
"PID0911","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0911","General assistance",0,"2026-01-04","2026-07-04"
"PID0911","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0912","Write or debug code",37.1,"2026-01-04","2026-07-04"
"PID0912","Meeting workflow",41.2,"2026-01-04","2026-07-04"
"PID0912","Email workflow",32.9,"2026-01-04","2026-07-04"
"PID0912","Communication workflow",9.9,"2026-01-04","2026-07-04"
"PID0912","Document and comment",35.9,"2026-01-04","2026-07-04"
"PID0912","Analysis and research",22.8,"2026-01-04","2026-07-04"
"PID0912","General assistance",27.1,"2026-01-04","2026-07-04"
"PID0912","Specialised workflow",5.8,"2026-01-04","2026-07-04"
"PID0913","Write or debug code",43,"2026-01-04","2026-07-04"
"PID0913","Meeting workflow",26.5,"2026-01-04","2026-07-04"
"PID0913","Email workflow",36.6,"2026-01-04","2026-07-04"
"PID0913","Communication workflow",10.9,"2026-01-04","2026-07-04"
"PID0913","Document and comment",88.8,"2026-01-04","2026-07-04"
"PID0913","Analysis and research",26.4,"2026-01-04","2026-07-04"
"PID0913","General assistance",15.8,"2026-01-04","2026-07-04"
"PID0913","Specialised workflow",3.7,"2026-01-04","2026-07-04"
"PID0914","Write or debug code",17.2,"2026-01-04","2026-07-04"
"PID0914","Meeting workflow",36.1,"2026-01-04","2026-07-04"
"PID0914","Email workflow",71,"2026-01-04","2026-07-04"
"PID0914","Communication workflow",24.8,"2026-01-04","2026-07-04"
"PID0914","Document and comment",78.4,"2026-01-04","2026-07-04"
"PID0914","Analysis and research",31.5,"2026-01-04","2026-07-04"
"PID0914","General assistance",18.6,"2026-01-04","2026-07-04"
"PID0914","Specialised workflow",54.7,"2026-01-04","2026-07-04"
"PID0915","Write or debug code",1.7,"2026-01-04","2026-07-04"
"PID0915","Meeting workflow",1.2,"2026-01-04","2026-07-04"
"PID0915","Email workflow",1.6,"2026-01-04","2026-07-04"
"PID0915","Communication workflow",3.4,"2026-01-04","2026-07-04"
"PID0915","Document and comment",3.8,"2026-01-04","2026-07-04"
"PID0915","Analysis and research",7.1,"2026-01-04","2026-07-04"
"PID0915","General assistance",0.6,"2026-01-04","2026-07-04"
"PID0915","Specialised workflow",3,"2026-01-04","2026-07-04"
"PID0916","Write or debug code",26.5,"2026-01-04","2026-07-04"
"PID0916","Meeting workflow",99.2,"2026-01-04","2026-07-04"
"PID0916","Email workflow",94.1,"2026-01-04","2026-07-04"
"PID0916","Communication workflow",35.8,"2026-01-04","2026-07-04"
"PID0916","Document and comment",63.4,"2026-01-04","2026-07-04"
"PID0916","Analysis and research",43.9,"2026-01-04","2026-07-04"
"PID0916","General assistance",65.6,"2026-01-04","2026-07-04"
"PID0916","Specialised workflow",39.2,"2026-01-04","2026-07-04"
"PID0917","Write or debug code",67,"2026-01-04","2026-07-04"
"PID0917","Meeting workflow",275.8,"2026-01-04","2026-07-04"
"PID0917","Email workflow",253.2,"2026-01-04","2026-07-04"
"PID0917","Communication workflow",14.5,"2026-01-04","2026-07-04"
"PID0917","Document and comment",20.2,"2026-01-04","2026-07-04"
"PID0917","Analysis and research",62.6,"2026-01-04","2026-07-04"
"PID0917","General assistance",122.6,"2026-01-04","2026-07-04"
"PID0917","Specialised workflow",50.5,"2026-01-04","2026-07-04"
"PID0918","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0918","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0918","Email workflow",0,"2026-01-04","2026-07-04"
"PID0918","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0918","Document and comment",0,"2026-01-04","2026-07-04"
"PID0918","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0918","General assistance",0,"2026-01-04","2026-07-04"
"PID0918","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0919","Write or debug code",12.8,"2026-01-04","2026-07-04"
"PID0919","Meeting workflow",5.2,"2026-01-04","2026-07-04"
"PID0919","Email workflow",23.7,"2026-01-04","2026-07-04"
"PID0919","Communication workflow",10.5,"2026-01-04","2026-07-04"
"PID0919","Document and comment",9.6,"2026-01-04","2026-07-04"
"PID0919","Analysis and research",14.9,"2026-01-04","2026-07-04"
"PID0919","General assistance",3.7,"2026-01-04","2026-07-04"
"PID0919","Specialised workflow",6.2,"2026-01-04","2026-07-04"
"PID0920","Write or debug code",24,"2026-01-04","2026-07-04"
"PID0920","Meeting workflow",9.2,"2026-01-04","2026-07-04"
"PID0920","Email workflow",8.5,"2026-01-04","2026-07-04"
"PID0920","Communication workflow",4.3,"2026-01-04","2026-07-04"
"PID0920","Document and comment",4.7,"2026-01-04","2026-07-04"
"PID0920","Analysis and research",12.5,"2026-01-04","2026-07-04"
"PID0920","General assistance",14,"2026-01-04","2026-07-04"
"PID0920","Specialised workflow",10.6,"2026-01-04","2026-07-04"
"PID0921","Write or debug code",10,"2026-01-04","2026-07-04"
"PID0921","Meeting workflow",50.9,"2026-01-04","2026-07-04"
"PID0921","Email workflow",22.9,"2026-01-04","2026-07-04"
"PID0921","Communication workflow",14,"2026-01-04","2026-07-04"
"PID0921","Document and comment",11,"2026-01-04","2026-07-04"
"PID0921","Analysis and research",4.5,"2026-01-04","2026-07-04"
"PID0921","General assistance",46.1,"2026-01-04","2026-07-04"
"PID0921","Specialised workflow",18.1,"2026-01-04","2026-07-04"
"PID0922","Write or debug code",9.7,"2026-01-04","2026-07-04"
"PID0922","Meeting workflow",29.9,"2026-01-04","2026-07-04"
"PID0922","Email workflow",30.3,"2026-01-04","2026-07-04"
"PID0922","Communication workflow",10.7,"2026-01-04","2026-07-04"
"PID0922","Document and comment",104.8,"2026-01-04","2026-07-04"
"PID0922","Analysis and research",36.8,"2026-01-04","2026-07-04"
"PID0922","General assistance",10.7,"2026-01-04","2026-07-04"
"PID0922","Specialised workflow",20.2,"2026-01-04","2026-07-04"
"PID0923","Write or debug code",20.1,"2026-01-04","2026-07-04"
"PID0923","Meeting workflow",33.7,"2026-01-04","2026-07-04"
"PID0923","Email workflow",30.3,"2026-01-04","2026-07-04"
"PID0923","Communication workflow",21.8,"2026-01-04","2026-07-04"
"PID0923","Document and comment",13,"2026-01-04","2026-07-04"
"PID0923","Analysis and research",23.1,"2026-01-04","2026-07-04"
"PID0923","General assistance",14.9,"2026-01-04","2026-07-04"
"PID0923","Specialised workflow",12.2,"2026-01-04","2026-07-04"
"PID0924","Write or debug code",33.9,"2026-01-04","2026-07-04"
"PID0924","Meeting workflow",68.1,"2026-01-04","2026-07-04"
"PID0924","Email workflow",17.6,"2026-01-04","2026-07-04"
"PID0924","Communication workflow",97.2,"2026-01-04","2026-07-04"
"PID0924","Document and comment",30.4,"2026-01-04","2026-07-04"
"PID0924","Analysis and research",14.4,"2026-01-04","2026-07-04"
"PID0924","General assistance",98.3,"2026-01-04","2026-07-04"
"PID0924","Specialised workflow",69.3,"2026-01-04","2026-07-04"
"PID0925","Write or debug code",15.9,"2026-01-04","2026-07-04"
"PID0925","Meeting workflow",53.3,"2026-01-04","2026-07-04"
"PID0925","Email workflow",265.4,"2026-01-04","2026-07-04"
"PID0925","Communication workflow",60.8,"2026-01-04","2026-07-04"
"PID0925","Document and comment",84.1,"2026-01-04","2026-07-04"
"PID0925","Analysis and research",200.1,"2026-01-04","2026-07-04"
"PID0925","General assistance",76.9,"2026-01-04","2026-07-04"
"PID0925","Specialised workflow",75.2,"2026-01-04","2026-07-04"
"PID0926","Write or debug code",39,"2026-01-04","2026-07-04"
"PID0926","Meeting workflow",133.2,"2026-01-04","2026-07-04"
"PID0926","Email workflow",129.9,"2026-01-04","2026-07-04"
"PID0926","Communication workflow",50.7,"2026-01-04","2026-07-04"
"PID0926","Document and comment",89.1,"2026-01-04","2026-07-04"
"PID0926","Analysis and research",56.8,"2026-01-04","2026-07-04"
"PID0926","General assistance",72.6,"2026-01-04","2026-07-04"
"PID0926","Specialised workflow",71.7,"2026-01-04","2026-07-04"
"PID0927","Write or debug code",88.5,"2026-01-04","2026-07-04"
"PID0927","Meeting workflow",45,"2026-01-04","2026-07-04"
"PID0927","Email workflow",306.9,"2026-01-04","2026-07-04"
"PID0927","Communication workflow",92.8,"2026-01-04","2026-07-04"
"PID0927","Document and comment",26.5,"2026-01-04","2026-07-04"
"PID0927","Analysis and research",29.2,"2026-01-04","2026-07-04"
"PID0927","General assistance",70.1,"2026-01-04","2026-07-04"
"PID0927","Specialised workflow",35.5,"2026-01-04","2026-07-04"
"PID0928","Write or debug code",16,"2026-01-04","2026-07-04"
"PID0928","Meeting workflow",50.1,"2026-01-04","2026-07-04"
"PID0928","Email workflow",152.6,"2026-01-04","2026-07-04"
"PID0928","Communication workflow",147.8,"2026-01-04","2026-07-04"
"PID0928","Document and comment",34.2,"2026-01-04","2026-07-04"
"PID0928","Analysis and research",25,"2026-01-04","2026-07-04"
"PID0928","General assistance",26,"2026-01-04","2026-07-04"
"PID0928","Specialised workflow",29.1,"2026-01-04","2026-07-04"
"PID0929","Write or debug code",1.7,"2026-01-04","2026-07-04"
"PID0929","Meeting workflow",1.4,"2026-01-04","2026-07-04"
"PID0929","Email workflow",1.3,"2026-01-04","2026-07-04"
"PID0929","Communication workflow",0.4,"2026-01-04","2026-07-04"
"PID0929","Document and comment",0.5,"2026-01-04","2026-07-04"
"PID0929","Analysis and research",4.3,"2026-01-04","2026-07-04"
"PID0929","General assistance",0.8,"2026-01-04","2026-07-04"
"PID0929","Specialised workflow",1.3,"2026-01-04","2026-07-04"
"PID0930","Write or debug code",5.7,"2026-01-04","2026-07-04"
"PID0930","Meeting workflow",12.8,"2026-01-04","2026-07-04"
"PID0930","Email workflow",17.7,"2026-01-04","2026-07-04"
"PID0930","Communication workflow",21.5,"2026-01-04","2026-07-04"
"PID0930","Document and comment",23.2,"2026-01-04","2026-07-04"
"PID0930","Analysis and research",8.5,"2026-01-04","2026-07-04"
"PID0930","General assistance",13.2,"2026-01-04","2026-07-04"
"PID0930","Specialised workflow",4.5,"2026-01-04","2026-07-04"
"PID0931","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0931","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0931","Email workflow",0,"2026-01-04","2026-07-04"
"PID0931","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0931","Document and comment",0,"2026-01-04","2026-07-04"
"PID0931","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0931","General assistance",0,"2026-01-04","2026-07-04"
"PID0931","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0932","Write or debug code",22,"2026-01-04","2026-07-04"
"PID0932","Meeting workflow",3.8,"2026-01-04","2026-07-04"
"PID0932","Email workflow",2.1,"2026-01-04","2026-07-04"
"PID0932","Communication workflow",7.4,"2026-01-04","2026-07-04"
"PID0932","Document and comment",15.1,"2026-01-04","2026-07-04"
"PID0932","Analysis and research",2.7,"2026-01-04","2026-07-04"
"PID0932","General assistance",26.5,"2026-01-04","2026-07-04"
"PID0932","Specialised workflow",4.1,"2026-01-04","2026-07-04"
"PID0933","Write or debug code",15.7,"2026-01-04","2026-07-04"
"PID0933","Meeting workflow",9.1,"2026-01-04","2026-07-04"
"PID0933","Email workflow",19.7,"2026-01-04","2026-07-04"
"PID0933","Communication workflow",8.2,"2026-01-04","2026-07-04"
"PID0933","Document and comment",28.7,"2026-01-04","2026-07-04"
"PID0933","Analysis and research",4.5,"2026-01-04","2026-07-04"
"PID0933","General assistance",27.4,"2026-01-04","2026-07-04"
"PID0933","Specialised workflow",14.8,"2026-01-04","2026-07-04"
"PID0934","Write or debug code",16.2,"2026-01-04","2026-07-04"
"PID0934","Meeting workflow",17.3,"2026-01-04","2026-07-04"
"PID0934","Email workflow",35.6,"2026-01-04","2026-07-04"
"PID0934","Communication workflow",141.9,"2026-01-04","2026-07-04"
"PID0934","Document and comment",22.6,"2026-01-04","2026-07-04"
"PID0934","Analysis and research",51.6,"2026-01-04","2026-07-04"
"PID0934","General assistance",24.7,"2026-01-04","2026-07-04"
"PID0934","Specialised workflow",30.5,"2026-01-04","2026-07-04"
"PID0935","Write or debug code",22.8,"2026-01-04","2026-07-04"
"PID0935","Meeting workflow",10.7,"2026-01-04","2026-07-04"
"PID0935","Email workflow",22.5,"2026-01-04","2026-07-04"
"PID0935","Communication workflow",81.7,"2026-01-04","2026-07-04"
"PID0935","Document and comment",71.5,"2026-01-04","2026-07-04"
"PID0935","Analysis and research",47.1,"2026-01-04","2026-07-04"
"PID0935","General assistance",10.6,"2026-01-04","2026-07-04"
"PID0935","Specialised workflow",7.8,"2026-01-04","2026-07-04"
"PID0936","Write or debug code",59.6,"2026-01-04","2026-07-04"
"PID0936","Meeting workflow",39.4,"2026-01-04","2026-07-04"
"PID0936","Email workflow",19.2,"2026-01-04","2026-07-04"
"PID0936","Communication workflow",54.8,"2026-01-04","2026-07-04"
"PID0936","Document and comment",19.4,"2026-01-04","2026-07-04"
"PID0936","Analysis and research",48.8,"2026-01-04","2026-07-04"
"PID0936","General assistance",17.9,"2026-01-04","2026-07-04"
"PID0936","Specialised workflow",225.7,"2026-01-04","2026-07-04"
"PID0937","Write or debug code",22.7,"2026-01-04","2026-07-04"
"PID0937","Meeting workflow",52.8,"2026-01-04","2026-07-04"
"PID0937","Email workflow",47.3,"2026-01-04","2026-07-04"
"PID0937","Communication workflow",64.6,"2026-01-04","2026-07-04"
"PID0937","Document and comment",21.8,"2026-01-04","2026-07-04"
"PID0937","Analysis and research",50.3,"2026-01-04","2026-07-04"
"PID0937","General assistance",14.7,"2026-01-04","2026-07-04"
"PID0937","Specialised workflow",30.7,"2026-01-04","2026-07-04"
"PID0938","Write or debug code",61.9,"2026-01-04","2026-07-04"
"PID0938","Meeting workflow",47.5,"2026-01-04","2026-07-04"
"PID0938","Email workflow",101.8,"2026-01-04","2026-07-04"
"PID0938","Communication workflow",70.1,"2026-01-04","2026-07-04"
"PID0938","Document and comment",64,"2026-01-04","2026-07-04"
"PID0938","Analysis and research",212.7,"2026-01-04","2026-07-04"
"PID0938","General assistance",286.1,"2026-01-04","2026-07-04"
"PID0938","Specialised workflow",54.1,"2026-01-04","2026-07-04"
"PID0939","Write or debug code",102.1,"2026-01-04","2026-07-04"
"PID0939","Meeting workflow",39.2,"2026-01-04","2026-07-04"
"PID0939","Email workflow",24.1,"2026-01-04","2026-07-04"
"PID0939","Communication workflow",55.8,"2026-01-04","2026-07-04"
"PID0939","Document and comment",31.8,"2026-01-04","2026-07-04"
"PID0939","Analysis and research",52.1,"2026-01-04","2026-07-04"
"PID0939","General assistance",66.2,"2026-01-04","2026-07-04"
"PID0939","Specialised workflow",44.1,"2026-01-04","2026-07-04"
"PID0940","Write or debug code",265.4,"2026-01-04","2026-07-04"
"PID0940","Meeting workflow",193.5,"2026-01-04","2026-07-04"
"PID0940","Email workflow",407.8,"2026-01-04","2026-07-04"
"PID0940","Communication workflow",272.7,"2026-01-04","2026-07-04"
"PID0940","Document and comment",246,"2026-01-04","2026-07-04"
"PID0940","Analysis and research",371.5,"2026-01-04","2026-07-04"
"PID0940","General assistance",73,"2026-01-04","2026-07-04"
"PID0940","Specialised workflow",37.5,"2026-01-04","2026-07-04"
"PID0941","Write or debug code",10.3,"2026-01-04","2026-07-04"
"PID0941","Meeting workflow",12.6,"2026-01-04","2026-07-04"
"PID0941","Email workflow",8,"2026-01-04","2026-07-04"
"PID0941","Communication workflow",14,"2026-01-04","2026-07-04"
"PID0941","Document and comment",54.7,"2026-01-04","2026-07-04"
"PID0941","Analysis and research",14.2,"2026-01-04","2026-07-04"
"PID0941","General assistance",5.7,"2026-01-04","2026-07-04"
"PID0941","Specialised workflow",38.2,"2026-01-04","2026-07-04"
"PID0942","Write or debug code",18.4,"2026-01-04","2026-07-04"
"PID0942","Meeting workflow",31,"2026-01-04","2026-07-04"
"PID0942","Email workflow",37.5,"2026-01-04","2026-07-04"
"PID0942","Communication workflow",14.7,"2026-01-04","2026-07-04"
"PID0942","Document and comment",6.6,"2026-01-04","2026-07-04"
"PID0942","Analysis and research",11.5,"2026-01-04","2026-07-04"
"PID0942","General assistance",33.9,"2026-01-04","2026-07-04"
"PID0942","Specialised workflow",12.4,"2026-01-04","2026-07-04"
"PID0943","Write or debug code",155.5,"2026-01-04","2026-07-04"
"PID0943","Meeting workflow",179.8,"2026-01-04","2026-07-04"
"PID0943","Email workflow",18,"2026-01-04","2026-07-04"
"PID0943","Communication workflow",249.5,"2026-01-04","2026-07-04"
"PID0943","Document and comment",64.3,"2026-01-04","2026-07-04"
"PID0943","Analysis and research",81,"2026-01-04","2026-07-04"
"PID0943","General assistance",83.5,"2026-01-04","2026-07-04"
"PID0943","Specialised workflow",162.6,"2026-01-04","2026-07-04"
"PID0944","Write or debug code",5.2,"2026-01-04","2026-07-04"
"PID0944","Meeting workflow",37.6,"2026-01-04","2026-07-04"
"PID0944","Email workflow",47.2,"2026-01-04","2026-07-04"
"PID0944","Communication workflow",112.1,"2026-01-04","2026-07-04"
"PID0944","Document and comment",65.5,"2026-01-04","2026-07-04"
"PID0944","Analysis and research",14.3,"2026-01-04","2026-07-04"
"PID0944","General assistance",35.3,"2026-01-04","2026-07-04"
"PID0944","Specialised workflow",17.1,"2026-01-04","2026-07-04"
"PID0945","Write or debug code",124.6,"2026-01-04","2026-07-04"
"PID0945","Meeting workflow",354.4,"2026-01-04","2026-07-04"
"PID0945","Email workflow",348.2,"2026-01-04","2026-07-04"
"PID0945","Communication workflow",209.8,"2026-01-04","2026-07-04"
"PID0945","Document and comment",66.2,"2026-01-04","2026-07-04"
"PID0945","Analysis and research",220.2,"2026-01-04","2026-07-04"
"PID0945","General assistance",37.3,"2026-01-04","2026-07-04"
"PID0945","Specialised workflow",41.6,"2026-01-04","2026-07-04"
"PID0946","Write or debug code",142.3,"2026-01-04","2026-07-04"
"PID0946","Meeting workflow",69.3,"2026-01-04","2026-07-04"
"PID0946","Email workflow",208.1,"2026-01-04","2026-07-04"
"PID0946","Communication workflow",112.3,"2026-01-04","2026-07-04"
"PID0946","Document and comment",26,"2026-01-04","2026-07-04"
"PID0946","Analysis and research",42.7,"2026-01-04","2026-07-04"
"PID0946","General assistance",23.6,"2026-01-04","2026-07-04"
"PID0946","Specialised workflow",156.4,"2026-01-04","2026-07-04"
"PID0947","Write or debug code",52,"2026-01-04","2026-07-04"
"PID0947","Meeting workflow",16.3,"2026-01-04","2026-07-04"
"PID0947","Email workflow",52.9,"2026-01-04","2026-07-04"
"PID0947","Communication workflow",33.5,"2026-01-04","2026-07-04"
"PID0947","Document and comment",85.6,"2026-01-04","2026-07-04"
"PID0947","Analysis and research",22.1,"2026-01-04","2026-07-04"
"PID0947","General assistance",7.8,"2026-01-04","2026-07-04"
"PID0947","Specialised workflow",64.3,"2026-01-04","2026-07-04"
"PID0948","Write or debug code",23.4,"2026-01-04","2026-07-04"
"PID0948","Meeting workflow",76.5,"2026-01-04","2026-07-04"
"PID0948","Email workflow",84.2,"2026-01-04","2026-07-04"
"PID0948","Communication workflow",36.1,"2026-01-04","2026-07-04"
"PID0948","Document and comment",38.5,"2026-01-04","2026-07-04"
"PID0948","Analysis and research",21.5,"2026-01-04","2026-07-04"
"PID0948","General assistance",76.9,"2026-01-04","2026-07-04"
"PID0948","Specialised workflow",13,"2026-01-04","2026-07-04"
"PID0949","Write or debug code",112.9,"2026-01-04","2026-07-04"
"PID0949","Meeting workflow",23.4,"2026-01-04","2026-07-04"
"PID0949","Email workflow",20.1,"2026-01-04","2026-07-04"
"PID0949","Communication workflow",112.7,"2026-01-04","2026-07-04"
"PID0949","Document and comment",10.8,"2026-01-04","2026-07-04"
"PID0949","Analysis and research",45.3,"2026-01-04","2026-07-04"
"PID0949","General assistance",12,"2026-01-04","2026-07-04"
"PID0949","Specialised workflow",15.7,"2026-01-04","2026-07-04"
"PID0950","Write or debug code",51,"2026-01-04","2026-07-04"
"PID0950","Meeting workflow",33.6,"2026-01-04","2026-07-04"
"PID0950","Email workflow",111.3,"2026-01-04","2026-07-04"
"PID0950","Communication workflow",97.7,"2026-01-04","2026-07-04"
"PID0950","Document and comment",22.3,"2026-01-04","2026-07-04"
"PID0950","Analysis and research",92.3,"2026-01-04","2026-07-04"
"PID0950","General assistance",83.4,"2026-01-04","2026-07-04"
"PID0950","Specialised workflow",205.6,"2026-01-04","2026-07-04"
"PID0951","Write or debug code",40.7,"2026-01-04","2026-07-04"
"PID0951","Meeting workflow",53.1,"2026-01-04","2026-07-04"
"PID0951","Email workflow",48.2,"2026-01-04","2026-07-04"
"PID0951","Communication workflow",15.6,"2026-01-04","2026-07-04"
"PID0951","Document and comment",61.7,"2026-01-04","2026-07-04"
"PID0951","Analysis and research",45.9,"2026-01-04","2026-07-04"
"PID0951","General assistance",28.5,"2026-01-04","2026-07-04"
"PID0951","Specialised workflow",25.2,"2026-01-04","2026-07-04"
